date	family	page_url	pcap_zip_urls	index_title
2021-05-13	Hancitor	https://www.malware-traffic-analysis.net/2021/05/13/index.html	https://www.malware-traffic-analysis.net/2021/05/13/2021-05-13-Hancitor-traffic-with-Ficker-Stealer-and-Cobalt-Strike.pcap.zip	Malware-Traffic-Analysis.net - 2021-05-13 (Thursday) - Hancitor with Ficker Stealer and Cobalt Strike
2021-05-20	Hancitor	https://www.malware-traffic-analysis.net/2021/05/20/index.html	https://www.malware-traffic-analysis.net/2021/05/20/2021-05-20-Hancitor-infection.pcap.zip	Malware-Traffic-Analysis.net - 2021-05-20 (Thursday) - Hancitor with Ficker Stealer, Cobalt Strike, and netping tool
2021-05-24	Hancitor	https://www.malware-traffic-analysis.net/2021/05/24/index2.html	https://www.malware-traffic-analysis.net/2021/05/24/2021-05-24-Hancitor-infection.pcap.zip	Malware-Traffic-Analysis.net - 2021-05-24 (Monday) - Quick post: Hancitor infection with Ficker Stealer and Cobalt Strike
2021-06-15	Hancitor	https://www.malware-traffic-analysis.net/2021/06/15/index.html	https://www.malware-traffic-analysis.net/2021/06/15/2021-06-15-Hancitor-with-Ficker-Stealer-and-Cobalt-Strike.pcap.zip	Malware-Traffic-Analysis.net - 2021-06-15 (Tuesday) - Quick post: Hancitor with Ficker Stealer and Cobalt Strike
2021-06-17	Hancitor	https://www.malware-traffic-analysis.net/2021/06/17/index.html	https://www.malware-traffic-analysis.net/2021/06/17/2021-06-17-Hancitor-infection-with-Cobalt-Strike.pcap.zip	Malware-Traffic-Analysis.net - 2021-06-17 (Thursday) - Hancitor with Cobalt Strike
2021-09-02	Hancitor	https://www.malware-traffic-analysis.net/2021/09/02/index.html	https://www.malware-traffic-analysis.net/2021/09/02/2021-09-02-Hancitor-with-Cobalt-Strike.pcap.zip	Malware-Traffic-Analysis.net - 2021-09-02 (Thursday) - Hancitor with Cobalt Strike
2021-09-14	Hancitor	https://www.malware-traffic-analysis.net/2021/09/14/index.html	https://www.malware-traffic-analysis.net/2021/09/14/2021-09-14-Hancitor-with-Cobalt-Strike-infection-traffic.pcap.zip	Malware-Traffic-Analysis.net - 2021-09-14 - Files for an ISC diary (Hancitor with Cobalt Strike)
2021-09-29	Hancitor	https://www.malware-traffic-analysis.net/2021/09/29/index.html	https://www.malware-traffic-analysis.net/2021/09/29/2021-09-29-Hancitor-with-Cobalt-Strike-traffic.pcap.zip	Malware-Traffic-Analysis.net - 2021-09-29 (Wednesday) - Hancitor with Cobalt Strike
2021-12-16	Hancitor	https://www.malware-traffic-analysis.net/2021/12/16/index.html	https://www.malware-traffic-analysis.net/2021/12/16/2021-12-16-Hancitor-infection-with-Cobalt-Strike.pcap.zip	Malware-Traffic-Analysis.net - 2021-12-16 - Hancitor infection with Cobalt Strike
2022-02-01	Hancitor	https://www.malware-traffic-analysis.net/2022/02/01/index.html	https://www.malware-traffic-analysis.net/2022/02/01/2022-02-01-Hancitor-infection-with-Cobalt-Strike.pcap.zip	Malware-Traffic-Analysis.net - 2022-02-01 (Tuesday) - Hancitor (Chanitor/MAN1/Moskalvzapoe/TA511) infection with Cobalt Strike
2022-03-21	Hancitor	https://www.malware-traffic-analysis.net/2022/03/21/index2.html	https://www.malware-traffic-analysis.net/2022/03/21/2022-03-21-Hancitor-with-Cobalt-Strike-and-Mars-Stealer.pcap.zip	Malware-Traffic-Analysis.net - 2022-03-21 (Monday) - Hancitor (Chanitor/MAN1/Moskalvzapoe/TA511) with Cobalt Strike and Mars Stealer
2020-03-03	IcedID	https://www.malware-traffic-analysis.net/2020/03/03/index2.html	https://www.malware-traffic-analysis.net/2020/03/03/2020-03-03-IcedID-infection-traffic.pcap.zip	IcedID (Bokbot) infection
2020-12-11	IcedID	https://www.malware-traffic-analysis.net/2020/12/11/index.html	https://www.malware-traffic-analysis.net/2020/12/11/2020-12-11-TA551-pushes-IcedID-traffic.pcap.zip	Quick post: TA551 (Shathak) pushes IcedID
2022-06-28	IcedID	https://www.malware-traffic-analysis.net/2022/06/28/index.html	https://www.malware-traffic-analysis.net/2022/06/28/2022-06-28-TA578-IcedID-with-BackConnect-and-Anubis-VNC-and-Cobalt-Strike.pcap.zip	TA578 IcedID (Bokbot) with Anubis VNC and Cobalt Strike
2023-02-23	IcedID	https://www.malware-traffic-analysis.net/2023/02/23/index.html	https://www.malware-traffic-analysis.net/2023/02/23/2023-02-23-example-of-IcedID-from-URL-file-with-WebDAV-traffic.pcap.zip	Files for ISC Diary: URL files & WebDAV used for IcedID (Bokbot)
2020-03-13	Qakbot	https://www.malware-traffic-analysis.net/2020/03/13/index.html	https://www.malware-traffic-analysis.net/2020/03/13/2020-03-13-Qakbot-infection-traffic.pcap.zip	Quick post: Qakbot infection
2020-05-05	Qakbot	https://www.malware-traffic-analysis.net/2020/05/05/index2.html	https://www.malware-traffic-analysis.net/2020/05/05/2020-05-05-Qakbot-spx113-infection-traffic.pcap.zip	Quick post: Some Qakbot (Qbot) stuff
2020-09-23	Qakbot	https://www.malware-traffic-analysis.net/2020/09/23/index.html	https://www.malware-traffic-analysis.net/2020/09/23/2020-09-23-example-of-Qakbot-spambot-activity.pcap.zip	Spambot traffic from Qakbot-infected host
2021-02-12	Qakbot	https://www.malware-traffic-analysis.net/2021/02/12/index.html	https://www.malware-traffic-analysis.net/2021/02/12/2021-02-12-Qakbot-infection-with-Cobalt-Strike.pcap.zip	Qakbot (Qbot) infection with Cobalt Strike
2021-09-20	Qakbot	https://www.malware-traffic-analysis.net/2021/09/20/index3.html	https://www.malware-traffic-analysis.net/2021/09/20/2021-09-20-Qakbot-infection-traffic.pcap.zip	Qakbot (Qbot) returns after 2 month absence
2021-11-15	Qakbot	https://www.malware-traffic-analysis.net/2021/11/15/index2.html	https://www.malware-traffic-analysis.net/2021/11/15/2021-11-15-Matanbuchus-infection-with-obama128b-Qakbot-and-Cobalt-Strike.pcap.zip	Matanbuchus --> Qakbot obama128b --> Cobalt Strike
2022-06-27	Qakbot	https://www.malware-traffic-analysis.net/2022/06/27/index.html	https://www.malware-traffic-analysis.net/2022/06/27/2022-06-27-part-1-of-2-Qakbot-with-Cobalt-Strike-and-Dark-Cat-VNC.pcap.zip|https://www.malware-traffic-analysis.net/2022/06/27/2022-06-27-part-2-of-2-Qakbot-with-Dark-Cat-VNC-and-email-banner-traffic.pcap.zip	obama194 Qakbot with Dark Cat VNC and Cobalt Strike
2023-02-27	Qakbot	https://www.malware-traffic-analysis.net/2023/02/27/index.html	https://www.malware-traffic-analysis.net/2023/02/27/2023-02-27-Qakbot-infection-traffic.pcap.zip	Pcap for an ISC diary (BB17 Qakbot)
2020-02-19	Trickbot	https://www.malware-traffic-analysis.net/2020/02/19/index.html	https://www.malware-traffic-analysis.net/2020/02/19/2020-02-19-Trickbot-gtag-wecan23-infection.pcap.zip	Trickbot gtag wecan23 infection
2020-04-20	Trickbot	https://www.malware-traffic-analysis.net/2020/04/20/index2.html	https://www.malware-traffic-analysis.net/2020/04/20/2020-04-20-Trickbot-gtag-ono38-infection-traffic.pcap.zip	Quick post: Trickbot gtag ono38 infection
2020-09-08	Trickbot	https://www.malware-traffic-analysis.net/2020/09/08/index.html	https://www.malware-traffic-analysis.net/2020/09/08/2020-09-08-Trickbot-gtag-ono72-infection-traffic.pcap.zip	Trickbot gtag ono72
2021-09-01	Trickbot	https://www.malware-traffic-analysis.net/2021/09/01/index.html	https://www.malware-traffic-analysis.net/2021/09/01/2021-09-01-TA551-BazarLoader-with-Trickbot.pcap.zip	TA551 (Shathak) BazarLoader to Trickbot gtag zev4
2020-07-09	Ursnif	https://www.malware-traffic-analysis.net/2020/07/09/index2.html	https://www.malware-traffic-analysis.net/2020/07/09/2020-07-09-Ursnif-infection-traffic.pcap.zip	Quick post: Ursnif (Gozi/IFSB) from Italian Word docs
