date	family	page_url	pcap_zip_url	index_title
2020-09-01	Trickbot	https://www.malware-traffic-analysis.net/2020/09/01/index.html	https://www.malware-traffic-analysis.net/2020/09/01/2020-09-01-Emotet-epoch-3-infection-with-Trickbot-gtag-mor119.pcap.zip	Quick post: Emotet infection with Trickbot
2020-09-02	Trickbot	https://www.malware-traffic-analysis.net/2020/09/02/index.html	https://www.malware-traffic-analysis.net/2020/09/02/2020-09-02-Emotet-epoch-1-with-Trickbot-gtag-mor119.pcap.zip	Quick post: Emotet infection with Trickbot
2020-09-03	Trickbot	https://www.malware-traffic-analysis.net/2020/09/03/index.html	https://www.malware-traffic-analysis.net/2020/09/03/2020-09-03-Emotet-epoch-1-infection-wtih-Trickbot-gtag-mor119.pcap.zip	Pcap only: Emotet epoch 1 infection with Trickbot gtag mor119
2020-09-24	Dridex	https://www.malware-traffic-analysis.net/2020/09/24/index.html	https://www.malware-traffic-analysis.net/2020/09/24/2020-09-24-Dridex-infection.pcap.zip	Fedex-themed malspam with links for Dridex
2020-09-30	Trickbot	https://www.malware-traffic-analysis.net/2020/09/30/index.html	https://www.malware-traffic-analysis.net/2020/09/30/2020-09-30-Emotet-infection-with-Trickbot.pcap.zip	Emotet infection with Trickbot
2020-11-09	Trickbot	https://www.malware-traffic-analysis.net/2020/11/09/index.html	https://www.malware-traffic-analysis.net/2020/11/09/2020-11-09-Trickbot-gtag-rob2-infection-traffic.pcap.zip	Trickbot from malspam (gtag rob2 and gtag tar2)
2020-11-09	Trickbot	https://www.malware-traffic-analysis.net/2020/11/09/index.html	https://www.malware-traffic-analysis.net/2020/11/09/2020-11-09-Trickbot-gtag-tar2-infection-traffic.pcap.zip	Trickbot from malspam (gtag rob2 and gtag tar2)
2020-11-12	Dridex	https://www.malware-traffic-analysis.net/2020/11/12/index.html	https://www.malware-traffic-analysis.net/2020/11/12/2020-11-12-Dridex-infection-traffic.pcap.zip	Dridex activity
2020-12-03	Ursnif	https://www.malware-traffic-analysis.net/2020/12/03/index2.html	https://www.malware-traffic-analysis.net/2020/12/03/2020-12-03-TA551-sends-Ursnif-with-pushdo.pcap.zip	TA551 (Shathak) Word docs with Italian template send Gozi/ISFB (Ursnif) with Pushdo
2020-12-24	Dridex	https://www.malware-traffic-analysis.net/2020/12/24/index.html	https://www.malware-traffic-analysis.net/2020/12/24/2020-12-24-Dridex-infection-traffic.pcap.zip	Dridex infection example
2020-12-29	Trickbot	https://www.malware-traffic-analysis.net/2020/12/29/index.html	https://www.malware-traffic-analysis.net/2020/12/29/2020-12-29-Emotet-infection-with-Trickbot-and-spambot-activity.pcap.zip	Quick post: Emotet infection with Trickbot and spambot traffic
2021-01-04	Trickbot	https://www.malware-traffic-analysis.net/2021/01/04/index.html	https://www.malware-traffic-analysis.net/2021/01/04/2021-01-04-Emotet-infection-with-Trickbot-traffic.pcap.zip	Emotet epoch 2 infection with Trickbot gtag mor9
2021-01-13	Trickbot	https://www.malware-traffic-analysis.net/2021/01/13/index.html	https://www.malware-traffic-analysis.net/2021/01/13/2021-01-13-Emotet-epoch-2-infection-traffic-with-Trickbot-gtag-mor13.pcap.zip	Emotet epoch 2 infection with Trickbot gtag mor13
2021-02-17	Trickbot	https://www.malware-traffic-analysis.net/2021/02/17/index.html	https://www.malware-traffic-analysis.net/2021/02/17/2021-02-17-Trickbot-gtag-rob13-infection-in-AD-environment.pcap.zip	Pcap and malware for ISC diary (Trickbot gtag rob13)
2021-03-12	Ursnif	https://www.malware-traffic-analysis.net/2021/03/12/index.html	https://www.malware-traffic-analysis.net/2021/03/12/2021-03-12-TA551-Ursnif-infection-traffic.pcap.zip	TA551 (Shathak) Italian template Word docss push Ursnif (Gozi/ISFB)
2021-03-17	Ursnif	https://www.malware-traffic-analysis.net/2021/03/17/index.html	https://www.malware-traffic-analysis.net/2021/03/17/2021-03-17-TA551-Ursnif-1st-run-standalone-host.pcap.zip	TA551 (Shathak) Italian template Word docss push Ursnif (Gozi/ISFB)
2021-03-17	Ursnif	https://www.malware-traffic-analysis.net/2021/03/17/index.html	https://www.malware-traffic-analysis.net/2021/03/17/2021-03-17-TA551-Ursnif-2nd-run-AD-environment.pcap.zip	TA551 (Shathak) Italian template Word docss push Ursnif (Gozi/ISFB)
2021-04-16	Ursnif	https://www.malware-traffic-analysis.net/2021/04/16/index.html	https://www.malware-traffic-analysis.net/2021/04/16/2021-04-16-TA551-Ursnif-traffic.pcap.zip	TA551 (Shathak) German-template Word docs push Ursnif (Gozi/ISFB)
2021-04-28	Ursnif	https://www.malware-traffic-analysis.net/2021/04/28/index.html	https://www.malware-traffic-analysis.net/2021/04/28/2021-04-28-TA551-Ursnif-infection-traffic.pcap.zip	TA551 (Shathak) pushes Ursnif (Gozi/ISFB)
2021-05-26	Trickbot	https://www.malware-traffic-analysis.net/2021/05/26/index.html	https://www.malware-traffic-analysis.net/2021/05/26/2021-05-26-Trickbot-infection-with-Cobalt-Strike.pcap.zip	Pcap only: Trickbot infection with Cobalt Strike
2021-06-18	Ursnif	https://www.malware-traffic-analysis.net/2021/06/18/index.html	https://www.malware-traffic-analysis.net/2021/06/18/2021-06-18-TA551-Gozi-ISFB-Ursnif-infection-traffic.pcap.zip	TA551 (Shathak) English-template Word docs push Gozi/ISFB/Ursnif
2021-06-30	Trickbot	https://www.malware-traffic-analysis.net/2021/06/30/index.html	https://www.malware-traffic-analysis.net/2021/06/30/2021-06-30-TA551-Trickbot-with-Cobalt-Strike.pcap.zip	TA551 (Shathak) pushes Trickbot, leads to Cobalt Strike
2021-07-12	Trickbot	https://www.malware-traffic-analysis.net/2021/07/12/index.html	https://www.malware-traffic-analysis.net/2021/07/12/2021-07-12-Trickbot-gtag-rob106-infection-traffic.pcap.zip	Trickbot gtag rob106
2021-07-15	Trickbot	https://www.malware-traffic-analysis.net/2021/07/15/index.html	https://www.malware-traffic-analysis.net/2021/07/15/2021-07-15-TA551-Trickbot-infection-with-Cobalt-Strike.pcap.zip	TA551 (Shathak) Trickbot gtag zev1 with Cobalt Strike
2021-09-23	Ursnif	https://www.malware-traffic-analysis.net/2021/09/23/index2.html	https://www.malware-traffic-analysis.net/2021/09/23/2021-09-23-Gozi-infection-with-Raccoon-part-1.pcap.zip	Gozi/IFSB/Ursnif with Raccoon Stealer
2021-09-23	Ursnif	https://www.malware-traffic-analysis.net/2021/09/23/index2.html	https://www.malware-traffic-analysis.net/2021/09/23/2021-09-23-Gozi-infection-with-Raccoon-part-2.pcap.zip	Gozi/IFSB/Ursnif with Raccoon Stealer
2021-10-06	Ursnif	https://www.malware-traffic-analysis.net/2021/10/06/index.html	https://www.malware-traffic-analysis.net/2021/10/06/2021-10-06-Gozi-ISFB-Ursnif-infection.pcap.zip	"""Stolen Images Evidence"" campaign pushes Gozi/ISFB/Ursnif"
2021-10-13	Dridex	https://www.malware-traffic-analysis.net/2021/10/13/index.html	https://www.malware-traffic-analysis.net/2021/10/13/2021-10-13-Dridex-infection-traffic.pcap.zip	Malspam-based Dridex activity
